15014201500,±¹¹Î¿¬±Ý ±â±Ý¿î¿ëº»ºÎ »ç¹«¼öÅ¹ À¯Áöº¸¼ö,598.0,3|10149:244.0,10352:236.0,10353:118.0
14999901452,¿¬±¸¼ÒÁö¿ø¾÷¹«,574.85,10|10151:145.6,10322:130.0,10338:116.0,10187:111.19999999999999,10074:27.300000000000004,10194:20.35,10345:9.0,10290:9.0,10278:6.2,10082:0.2
15037101500,¸ð¹ÙÀÏ¹ðÅ·(S¹ðÅ©) Àü¸é °³Æí ¹°Ç° ¹× °³¹ß¿ë¿ª °ø±Þ°è¾à,554.0,13|10299:110.0,10252:92.0,10255:85.0,10364:84.0,10318:40.0,10383:36.0,10064:24.0,10350:23.0,10378:22.0,10286:18.0,10379:8.0,10382:7.0,10368:5.0
15010101500,ÇÑ±¹¿¬±¸Àç´Ü ¿¬±¸ºñ°ü¸®½Ã½ºÅÛ ±¸Ãà,542.0,4|10189:205.0,10234:168.0,10081:155.0,10260:14.0
15007101500,±ÝÀ¶°áÁ¦¿ø ¿¬µ¿ CMS °³¹ß,536.9,6|10169:173.0,10351:155.0,10356:84.89999999999999,10151:71.0,10175:29.000000000000004,10384:24.0
14008201500,2015³â ±¤ÁÖÀºÇà ½Å½º¸¶Æ®¹ðÅ· ¿î¿µ À¯Áöº¸¼ö,504.69999999999993,7|10291:221.0,10074:219.7,10252:37.0,10345:17.0,10064:7.9,10081:1.1,10208:1.0
15015101500,½ÅÇÑÀºÇà ½º¸¶Æ®ÆÝµå¼¾ÅÍ ¾Û Àü¸é Àç±¸Ãà,402.0,5|10299:113.0,10252:99.0,10342:94.0,10294:92.0,10333:4.0
15035101500,2015³â ¸ð¹ÙÀÏ¿ÀÇÇ½º °íµµÈ­(°³¹ß),368.6,5|10302:111.0,10208:107.6,10342:92.0,10382:29.0,10379:29.0
14046101400,½ÅÇÑÀºÇà ¿µ¾÷Á¡ ÅðÁ÷¿¬±Ý¸¶ÄÉÆÃ Å×ºí¸´ PC APP°³¹ß,316.29999999999995,6|10326:110.0,10274:76.7,10208:55.6,10318:52.0,10314:13.0,10286:9.0
15009101500,¾ç°îÀÚÈ¸»ç ¼³¸³ ´ëºñ IT¿î¿µ½Ã½ºÅÛ ±¸Ãà(ÀÚ±Ý°ü¸®),263.20000000000005,5|10142:83.6,10232:64.0,10296:63.0,10204:52.0,10064:0.6
15030101500,Á¦ÁÖ°ü±¤°ø»ç ÅëÇÕ CMS ¹°Ç° ¹× °³¹ß¿ë¿ª °ø±Þ°è¾à,221.29999999999998,4|10142:78.0,10075:72.0,10296:63.2,10064:8.1
15025101500,»çÇÐ¿¬±Ý Æ¯Á¤ ÅõÀÚÀÏÀÓÀÚ»ê ¾÷¹«°³¼±,208.3,4|10077:89.8,10255:67.0,10216:51.0,10175:0.5
15013101500,ÇÏ³ª-¿ÜÈ¯ IT°³¼± ¼±µµ°³¹ß,204.0,2|10232:102.0,10204:102.0
15042101500,»çÈ¸º¹¹«Á¦µµ Áö¿ø »ç¾÷ °³¹ß¿ë¿ª °ø±Þ°è¾à,197.89999999999998,5|10260:97.0,10077:56.50000000000001,10296:19.0,10175:14.399999999999999,10142:11.0
15038101500,InsideBank ¾÷±×·¹ÀÌµå °³¹ß,195.0,5|10081:71.0,10075:57.0,10381:31.0,10363:23.0,10387:13.0
11003201400,2014³â ½ÅÇÑ ½º¸¶Æ® Àü´ã¹Ý,187.0,11|10285:41.0,10179:36.0,10258:20.0,10206:16.0,10182:15.0,10321:12.0,10341:11.0,10292:11.0,10266:11.0,10093:11.0,10215:3.0
15043501500,¸Ó´ÏÅÃ,179.0,4|10372:94.0,10209:71.0,10390:11.0,10234:3.0
15005201500,2015³â ÇÏ³ªN¿ù·¿ À¯Áöº¸¼ö,164.0,1|10203:164.0
14047101400,½ÅºÐÁõ ÁøÀ§Á¶È¸ ÀÚµ¿È­ ½Ã½ºÅÛ ±¸Ãà¿ë ¼Ö·ç¼Ç/¼­ºñ½º ¹× °³¹ß,152.29999999999998,5|10175:71.5,10169:66.0,10111:9.999999999999998,10151:4.4,10356:0.4
14028101400,½ÅÇÑÀºÇà ±â¾÷ÀÎÅÍ³Ý¹ðÅ· Àü¸é°³Æí,143.60000000000008,8|10204:39.0,10075:34.499999999999986,10157:27.0,20060:19.0,20009:18.0,10151:3.1,20044:2.0,20059:1.0
11004201400,2014³â InsideBank À¯Áöº¸¼ö,133.9,9|10308:53.0,10329:20.0,10152:12.0,10344:11.0,10336:11.0,10330:11.0,20054:8.0,10259:7.0,10151:0.9
15006101500,³óÇù½º¸¶Æ®ÀÎÁõ ¾Û °³¼±,132.00000000000003,5|10294:69.0,10206:43.3,10234:14.299999999999999,10208:3.4000000000000004,10333:2.0
15022101500,½ÅÇÑÀºÇà ±¹¹ÎÁÖÅÃÃ¤±ÇÆ÷Å» »çÀÌÆ® °³Æí,120.49999999999999,2|10175:106.49999999999999,10351:14.0
14033101400,¼Ò»ó°øÀÎ½ÃÀåÁøÈï°ø´Ü ÀÚ±Ý¼öÅ¹½Ã½ºÅÛ °³¹ß,115.2,4|10296:51.7,10216:30.5,10260:18.0,10142:15.0
15046101500,ÇÏ³ª-¿ÜÈ¯ ITÅëÇÕ ÇÁ·ÎÁ§Æ®(ÀüÀÚ±ÝÀ¶Ã¤³Î),103.0,3|10232:51.0,10204:51.0,10338:1.0
14051401400,LVS ¼Ö·ç¼Ç °ø±Þ ¹× °³¹ß,97.9,4|20102:52.0,10372:44.5,20101:1.0,20103:0.4
15052101500,±ºÀÎ°øÁ¦È¸ ÁÖ°Å·¡ÀºÇà ÅëÇÕÀÚ±Ý°ü¸®½Ã½ºÅÛ 2.0 ±¸Ãà,81.9,2|10142:46.9,10296:35.0
15012501500,ÇÎ°Å F1-TEAM,80.90000000000002,5|10209:55.9,10234:8.5,10328:8.4,10064:7.6000000000000005,10151:0.5
14019101400,±¤ÁÖÀºÇà ½Å½º¸¶Æ®¹ðÅ·½Ã½ºÅÛ °³¹ß¿ë¿ª ¹× ¹°Ç°°ø±Þ,79.0,8|10252:20.0,10345:19.0,10081:14.0,10278:13.0,10232:5.0,10064:4.0,10286:2.5,10274:1.5
14022201400,Â÷¼¼´ë ÀÚ»ê¿î¿ë½Ã½ºÅÛ¿î¿µ¹×À¯Áöº¸¼ö,71.0,3|10077:65.0,10296:5.3,10216:0.7
15040101500,2015³â ³óÇù e±ÝÀ¶¼­ºñ½º°íµµÈ­ ¹× º¸¾È°­È­ ±¸Ãà,70.6,4|10206:38.0,10294:31.0,10371:1.0,10328:0.6000000000000001
14017201400,Áß±¹ CMS À¯Áöº¸¼ö,65.0,1|10194:65.0
11001201400,2014³â ½ºÅ©·¡ÇÎ¼­ºñ½º ASP,62.0,5|10297:27.0,10313:19.5,10111:10.1,10187:3.3,10175:2.1
14999901438,°ü¸®º»ºÎÁö¿ø¾÷¹«,61.10000000000001,8|10355:52.0,10299:2.0,10268:2.0,10187:2.0,10234:1.5,10275:1.0,10175:0.4,10274:0.2
15020201500,2015³â Áß±¹ CMS À¯Áöº¸¼ö,53.5,3|20016:40.0,10194:13.200000000000003,10175:0.3
14999901442,Àü·«º»ºÎÁö¿ø¾÷¹«,52.300000000000004,2|10209:29.0,10328:23.3
14999901440,¿µ¾÷º»ºÎÁö¿ø¾÷¹«,51.60000000000001,4|10303:33.0,10275:16.0,10351:2.0,10209:0.6
15021101500,ÇÏ³ªÁöÁÖ 1QOk ÇØ¿Ü¼Û±Ý,50.599999999999994,3|10209:44.0,10064:4.6,10208:2.0
14014201300,ZUST(°¨¼ºÄ£±¸),47.50000000000001,5|10354:21.8,10335:17.5,10282:6.1,10340:1.9,10274:0.2
15011101500,µð½ºÄ«¿îÆ® ¸¶ÄÏ,39.49999999999999,6|10282:14.899999999999999,10335:10.3,10243:7.0,10328:3.5999999999999996,10274:2.1999999999999997,10111:1.5
14020101400,³óÇùÀºÇà ½º¸¶Æ®¿öÅ© ¸ð¹ÙÀÏ¿ÀÇÇ½º °³¹ß(±âÈ¹/°³¹ß),33.3,5|10342:22.0,10290:5.0,10255:5.0,10236:1.0,10234:0.3
15019201500,Â÷¼¼´ë ÀÚ»ê¿î¿ë½Ã½ºÅÛ¿î¿µ ¹× À¯Áöº¸¼ö ¾Æ¿ô¼Ò½Ì ¿ë¿ª Àç°è¾à,32.5,2|10077:27.700000000000003,10296:4.8
15031101500,½ÅÇÑÀºÇà ¸ð¹ÙÀÏ¹ðÅ·(S¹ðÅ©) Àü¸é°³Æí ÀÔÂû Á¦¾ÈÀÛ¾÷,19.5,2|10064:10.0,10209:9.5
14048101400,³óÇù±ÝÀ¶ ÅëÇÕ¼Ò°³Áö¿ø½Ã½ºÅÛ ±¸Ãà ÄÁ¼³ÆÃ,17.0,1|10189:17.0
15041201500,±¹¹Î¿¬±Ý ÁÖ°Å·¡½Ã½ºÅÛ À¯Áöº¸¼ö µµ±Þ(2Â÷³âµµ) °è¾à,15.0,1|10091:15.0
15058101500,NH ³óÇùÀºÇà ºñ´ë¸é ½Ç¸íÈ®ÀÎ,13.0,1|10371:13.0
15048101500,±¤ÁÖÀºÇà ½º¸¶Æ®¹ðÅ· °íµµÈ­,12.0,1|10371:12.0
14038101400,SOS ¼­ºñ½º ±¸Ãà,10.9,1|10328:10.9
15055101500,±¤ÁÖÀºÇà ºñ´ë¸é ½Ç¸í ÀÎÁõ ½Ã½ºÅÛ °³¹ß,10.0,1|10234:10.0
14029201400,2014³â S-RCMS ¿î¿ë À¯Áöº¸¼ö,8.9,2|10142:5.400000000000001,10075:3.500000000000001
14040101400,SKT T°¡°èºÎ¼­ºñ½º °³¹ß,7.000000000000001,2|10111:4.8,10356:2.2
11004201500,2015³â InsideBank ¼­ºñ½º,7.0,1|20054:7.0
15026101500,KB Cam Pad½Ã½ºÅÛ ±¸Ãà ±¸¸Å°è¾à,6.0,1|10339:6.0
14035101400,¸ÅÃâÃ¤±Ç ´ãº¸´ëÃâ ¼­ºñ½º,4.8,3|20103:3.1,10372:1.5,10274:0.2
14034101400,½ÅÇÑÀºÇà ÀüÀÚ¹®¼­¼­ºñ½º½Ã½ºÅÛ ±¸Ãà,4.0,2|10333:3.0,10286:1.0
15054101500,³óÇùÀºÇà Non-ActiveX ´ëÀÀ °³¹ß ÀÎ¼öÅ×½ºÆ® Áö¿ø,2.0,1|10234:2.0
16999901617,°æ¿µÇõ½Åº»ºÎÁö¿ø¾÷¹«(±¸),1.5,2|10056:1.0,10082:0.5
16999901602,S1º»ºÎÁö¿ø¾÷¹«(±¸),1.0,1|10372:1.0
14024201400,±¹¹Î¿¬±Ý ±â±Ý¿î¿ë ÀÏ¹Ý»ç¹«°ü¸® Ãß°¡ À§Å¹¾÷¹« À¯Áöº¸¼ö,1.0,1|10130:1.0
15059101500,ISA(°³ÀÎÁ¾ÇÕÀÚ»ê°ü¸®°èÁÂ)½Ã½ºÅÛ ±¸Ãà °³¹ßÀÌ¿ë¿ª °ø±Þ°è¾à,1.0,1|10343:1.0
16009201600,2016³â ±¹¹Î¿¬±Ý ±â±Ý¿î¿ë ÀÏ¹Ý»ç¹«°ü¸® À§Å¹¾÷¹« À¯Áöº¸¼ö µµ±Þ °è¾à,1.0,1|10352:1.0
14037101400,³óÇùÀºÇà ½º¸¶Æ®ÅëÀå ±¸Ãà,0.5,1|10274:0.5
14026201400,2014³â ³óÇùÀºÇà ½º¸¶Æ®±ÝÀ¶¼¾ÅÍ ÄÁ¼³ÆÃ,0.5,1|10286:0.5
15050101500,±Û·Î¹ú(½ÅÇÑº£Æ®³²)¿©¼º Æ¯È­¼­ºñ½º ±¸ÃàÀ» À§ÇÑ °³¹ß¿ë¿ª,0.2,1|10274:0.2
