emp_id,info_centrality
10243,0.011238143906324844
20054,0.013785882485671
10252,0.019622417560208376
10255,0.01897856131970066
10332,0.01970328007089052
10258,0.02043074150335956
10259,0.018380371263379745
10260,0.019334921139034286
10266,0.014097148073083451
10268,0.01920711357693216
10269,0.0175550862688093
10274,0.018018161948652252
10331,0.02010352698382871
10278,0.016699055252471215
10280,0.01780536698625919
20009,0.008479210152419427
10282,0.016967944679829768
10285,0.015017860196503993
10286,0.02111862956610703
10333,0.015569569026929684
20016,0.008345283891235898
10290,0.018494592890107873
10291,0.02005045765902284
10292,0.018640423085593008
10294,0.01777865449544698
10296,0.01739010877092508
10297,0.019434029468461303
10298,0.012966984495827434
10299,0.020651912999007573
10302,0.018695715990208382
10303,0.01311062753085755
10306,0.008432025409636624
10308,0.02026631936050378
10313,0.011259739687555772
10314,0.011226634154492364
10316,0.018738502575259393
10318,0.019631285772988786
10321,0.014221602032809973
10322,0.017109256335456333
10325,0.0036697307410422137
10326,0.01628950926688833
10327,0.008421848732168008
10328,0.018512227122705116
10329,0.018274092599379167
10330,0.017645989413460916
20059,0.004736284367359617
20060,0.007730714992720233
20061,0.0037213471579478634
10335,0.018513647791843016
10336,0.019362634846916423
10338,0.014556077678892476
10339,0.01856333152026402
10340,0.015970718068500617
10341,0.014908883890976533
10342,0.019697401416327497
10343,0.02097388263148731
10344,0.014427440893451594
10345,0.015588846345687548
10346,0.008248137708765622
10350,0.015039453338287097
10351,0.02028777868720121
10352,0.017596432804339486
10353,0.016538124967919125
10354,0.017453648138508318
10355,0.01776966801186392
10356,0.01852147986163241
10358,0.019953902550080463
10359,0.017890997310956638
10360,0.011088824851696542
10361,0.012152175712192993
10363,0.013804263076921962
10364,0.019662936037275727
10366,0.019844506911811693
10367,0.006319126602873635
10368,0.012378212082799826
10369,0.01971147426359781
10371,0.02040830481118996
10372,0.020855356931984887
10373,0.008375991500848917
20102,0.006047932487255213
20103,0.00844763148626677
10377,0.01757650411474127
10378,0.016948135929632055
10379,0.018553443689301608
10381,0.018316097057453528
10382,0.01604209921839331
10383,0.01911808589632405
10384,0.01863138777886067
10385,0.020211101867797565
10386,0.018495625529546426
10387,0.01883274059590851
10388,0.008456614552102842
10389,0.015819342463912735
10390,0.0026791915260011064
10395,0.017521890383319364
10402,0.0037398307644150633
10403,0.013554097719614008
10404,0.014437034178940737
10405,0.01836066553831526
10407,0.017000380755208377
10408,0.013382357418058563
10409,0.0037250627798246917
10410,0.006400125932554203
10411,0.008431175418718307
10413,0.013105451988266919
10416,0.018945694917239488
10417,0.01623947578894274
10418,0.010644904974930766
10419,0.01918422295595684
10420,0.003546704687796245
10421,0.017374693404461176
10423,0.020749901821156252
10426,0.017931522396843095
10427,0.006395341828836745
10429,0.01596172191752329
10430,0.017174597311844637
10431,0.015033328470159348
10432,0.017065191590599837
10433,0.01903792917605894
10434,0.011244828332887633
10435,0.01539601681593707
10436,0.017540594836188323
10437,0.017939460686280762
10438,0.018412434477243618
10439,0.00629888121735266
10440,0.01550249620091325
10441,0.008407575380772785
10442,0.017965257249654407
10443,0.019481068745596714
10444,0.017968630200858312
10445,0.016313787980122233
10446,0.01231119533732386
10447,0.016917522933868855
10448,0.019217881585537902
10449,0.013203811566244032
10450,0.013563244129836184
10451,0.01915498722350601
10452,0.01740708999590593
10453,0.006385076192173346
10454,0.016630645502932907
10455,0.008395665963423483
10456,0.0029752246423267992
10457,0.015050177125935899
10458,0.013013987360499855
10459,0.0036284626298338763
10460,0.016655004252865632
10461,0.01212643353548622
10465,0.015088995259660787
10474,0.008416964169886616
10475,0.014926216422773971
10476,0.019085099864853
10477,0.00960147934767351
10478,0.0031138037620755386
10275,0.02111392328558683
10482,0.015903218391009364
10483,0.006448501794102852
10484,0.011948498585243912
10490,0.003572955322496941
10491,0.011083642825550776
10492,0.008039298605867686
10493,0.011998013294264679
10494,0.016705544730016994
10496,0.012160037223064763
10497,0.006280617680748721
10498,0.015529690390949655
10499,0.011743853120378615
10500,0.015331071516610907
10501,0.0037119952510271653
10502,0.006130535988345761
10503,0.012258167948803423
10504,0.009720774128477562
10506,0.0077840695097810535
10507,0.0035537513988114313
10508,0.007725684399029598
10516,0.0037708386094503546
10005,0.00833909848711298
20100,0.01622203328429208
20101,0.01322428391988679
10056,0.019435646568158358
10064,0.017827544996847425
10074,0.020795958386190985
10075,0.01933277971253508
10077,0.01554479880338406
10081,0.02095857245684646
10082,0.019967625937923058
10084,0.015415541310047048
10091,0.014336897038208781
10093,0.016621274830891763
10111,0.020739402237636633
10115,0.006428277207713935
10130,0.014324822503363435
10138,0.013027339834027303
10140,0.010319522553034404
10142,0.01980784151758308
10149,0.014328395819057411
10151,0.01798597516932451
10152,0.018390159427550984
10157,0.0057835197354637186
10164,0.018133945735205093
10169,0.01717803367245304
10175,0.020917535991750797
10179,0.016702579855127707
10182,0.014242602614296454
10187,0.020956922197191936
10189,0.015984044444940542
10194,0.02031776444942965
10198,0.01799166145686944
10203,0.01391210046942287
10204,0.011132872065099494
10206,0.015083791295648278
10208,0.02002941040989606
10209,0.017485417863294585
10215,0.0034804936364293514
10216,0.019972915982989344
10217,0.006393939702318665
10232,0.01614957403698442
10233,0.021000417861038543
10234,0.018937577623252738
10236,0.020222470168025683
