emp_id,degree_centrality
10243,0.022935779816513763
10326,0.05963302752293578
10252,0.14220183486238533
10255,0.11467889908256881
10258,0.2018348623853211
10259,0.10091743119266056
10260,0.13302752293577982
10266,0.04128440366972477
10268,0.12385321100917432
10269,0.08256880733944955
10274,0.09174311926605505
10331,0.16972477064220184
10278,0.06422018348623854
10280,0.0871559633027523
20009,0.022935779816513763
10282,0.07339449541284404
10285,0.045871559633027525
10286,0.27522935779816515
10333,0.05045871559633028
20016,0.013761467889908258
10290,0.10091743119266056
10291,0.1651376146788991
10292,0.10550458715596331
10294,0.08256880733944955
10296,0.0779816513761468
10297,0.13302752293577982
10298,0.03211009174311927
10299,0.21559633027522937
10302,0.10550458715596331
10303,0.03211009174311927
10306,0.013761467889908258
10308,0.1834862385321101
10313,0.022935779816513763
10314,0.022935779816513763
10316,0.11009174311926606
10318,0.14678899082568808
10321,0.045871559633027525
10322,0.07339449541284404
10325,0.0045871559633027525
20054,0.03669724770642202
10327,0.013761467889908258
10328,0.10091743119266056
10329,0.0963302752293578
10330,0.08256880733944955
20059,0.009174311926605505
10332,0.14678899082568808
20061,0.0045871559633027525
10335,0.10550458715596331
10336,0.13302752293577982
10338,0.04128440366972477
10339,0.10091743119266056
10340,0.05963302752293578
10341,0.045871559633027525
10342,0.14678899082568808
10343,0.2522935779816514
10344,0.04128440366972477
10345,0.05045871559633028
10346,0.013761467889908258
10350,0.045871559633027525
10351,0.1834862385321101
10352,0.08256880733944955
10353,0.06422018348623854
10354,0.0779816513761468
10355,0.08256880733944955
10356,0.10091743119266056
10358,0.16055045871559634
10359,0.09174311926605505
10360,0.022935779816513763
10361,0.027522935779816515
10363,0.03669724770642202
10364,0.14678899082568808
10366,0.16055045871559634
10367,0.009174311926605505
10368,0.027522935779816515
10369,0.15137614678899083
10371,0.2018348623853211
20100,0.05963302752293578
10373,0.013761467889908258
20102,0.009174311926605505
20103,0.013761467889908258
10377,0.0779816513761468
10378,0.06880733944954129
10379,0.10091743119266056
10381,0.0963302752293578
10382,0.05504587155963303
10383,0.11926605504587157
10384,0.10550458715596331
10385,0.17889908256880735
10386,0.10091743119266056
10387,0.11009174311926606
10388,0.013761467889908258
10389,0.05504587155963303
10390,0.0045871559633027525
10395,0.0779816513761468
10402,0.0045871559633027525
10403,0.03669724770642202
10404,0.04128440366972477
10405,0.10091743119266056
10407,0.06880733944954129
10408,0.03669724770642202
10409,0.0045871559633027525
10410,0.013761467889908258
10411,0.013761467889908258
10413,0.03669724770642202
10416,0.11467889908256881
10417,0.05963302752293578
10418,0.022935779816513763
10419,0.12385321100917432
10420,0.0045871559633027525
10421,0.08256880733944955
10423,0.22935779816513763
10426,0.0871559633027523
10427,0.009174311926605505
10429,0.05504587155963303
10430,0.07339449541284404
10431,0.045871559633027525
10432,0.07339449541284404
10433,0.11926605504587157
10434,0.022935779816513763
10435,0.05504587155963303
10436,0.0779816513761468
10437,0.0871559633027523
10438,0.10091743119266056
10439,0.009174311926605505
10440,0.05045871559633028
10441,0.013761467889908258
10442,0.0871559633027523
10443,0.13761467889908258
10444,0.0871559633027523
10445,0.05963302752293578
10446,0.027522935779816515
10447,0.06880733944954129
10448,0.12844036697247707
10449,0.03211009174311927
10450,0.03669724770642202
10275,0.27522935779816515
10452,0.0779816513761468
10453,0.009174311926605505
10454,0.06422018348623854
10455,0.01834862385321101
10456,0.0045871559633027525
10457,0.045871559633027525
10458,0.03211009174311927
10459,0.0045871559633027525
10460,0.06422018348623854
10461,0.027522935779816515
10465,0.045871559633027525
10474,0.013761467889908258
10475,0.045871559633027525
10476,0.12385321100917432
10477,0.022935779816513763
10478,0.0045871559633027525
10482,0.05963302752293578
10451,0.12385321100917432
10484,0.027522935779816515
10490,0.0045871559633027525
10491,0.022935779816513763
10492,0.013761467889908258
10493,0.027522935779816515
10494,0.06422018348623854
10496,0.027522935779816515
10497,0.009174311926605505
10498,0.05504587155963303
10499,0.027522935779816515
10500,0.05045871559633028
10501,0.0045871559633027525
10502,0.009174311926605505
10503,0.027522935779816515
10504,0.01834862385321101
10506,0.013761467889908258
10507,0.0045871559633027525
10508,0.013761467889908258
10516,0.0045871559633027525
10005,0.013761467889908258
10372,0.23853211009174313
20101,0.03669724770642202
20060,0.01834862385321101
10056,0.13761467889908258
10064,0.08256880733944955
10074,0.22935779816513763
10075,0.13302752293577982
10077,0.05045871559633028
10081,0.25688073394495414
10082,0.16055045871559634
10084,0.05045871559633028
10091,0.04128440366972477
10093,0.06422018348623854
10111,0.22935779816513763
10115,0.009174311926605505
10130,0.04128440366972477
10138,0.03211009174311927
10140,0.022935779816513763
10142,0.1559633027522936
10149,0.04128440366972477
10151,0.0871559633027523
10152,0.10091743119266056
10157,0.009174311926605505
10483,0.009174311926605505
10164,0.09174311926605505
10169,0.07339449541284404
10175,0.24770642201834864
10179,0.06880733944954129
10182,0.04128440366972477
10187,0.2522935779816514
10189,0.05504587155963303
10194,0.18807339449541285
10198,0.0871559633027523
10203,0.03669724770642202
10204,0.022935779816513763
10206,0.045871559633027525
10208,0.16972477064220184
10209,0.0779816513761468
10215,0.0045871559633027525
10216,0.1651376146788991
10217,0.009174311926605505
10232,0.05963302752293578
10233,0.26605504587155965
10234,0.11467889908256881
10236,0.17889908256880735
